#index	Chr	DSB_coor	strand	Gene_Name	AA_loc	Assigned_pos	Assigned_Gene_Name	Assigned_AA_loc
31156	chr6	135511441	+	MYB	162	chr6:135511441:+	MYB	160
31157	chr6	135511450	+	MYB	165	chr6:135511450:+	MYB	164
31160	chr6	135511480	+	MYB	175	chr6:135511480:+	MYB	174
31161	chr6	135511484	-	MYB	176	chr6:135511483:-	MYB	174
31162	chr6	135513483	+	MYB	184	chr6:135513483:+	MYB	182
31163	chr6	135513489	-	MYB	186	chr6:135513488:-	MYB	184
31164	chr6	135513501	+	MYB	190	chr6:135513501:+	MYB	189
31170	chr6	135513558	-	MYB	209	chr6:135513559:+	MYB	209
31172	chr6	135513562	-	MYB	210	chr6:135513561:-	MYB	209
31174	chr6	135513582	-	MYB	217	chr6:135513581:-	MYB	215
31178	chr6	135513619	-	MYB	229	chr6:135513618:-	MYB	227
31179	chr6	135513622	-	MYB	230	chr6:135513621:-	MYB	229
31181	chr6	135513636	-	MYB	235	chr6:135513636:-	MYB	234
31182	chr6	135513637	-	MYB	235	chr6:135513636:-	MYB	234
31184	chr6	135513648	-	MYB	239	chr6:135513647:-	MYB	238
31188	chr6	135513681	-	MYB	250	chr6:135513680:-	MYB	249
31190	chr6	135514997	-	MYB	262	chr6:135514996:-	MYB	260
31191	chr6	135515002	-	MYB	264	chr6:135515002:-	MYB	263
31192	chr6	135515003	-	MYB	264	chr6:135515002:-	MYB	263
31193	chr6	135515035	-	MYB	275	chr6:135515035:-	MYB	274
31194	chr6	135515036	-	MYB	275	chr6:135515035:-	MYB	274
31195	chr6	135515042	-	MYB	277	chr6:135515041:-	MYB	275
31200	chr6	135515520	-	MYB	291	chr6:135515520:-	MYB	289
31201	chr6	135515521	-	MYB	291	chr6:135515520:-	MYB	289
31203	chr6	135515559	-	MYB	304	chr6:135515558:-	MYB	302
31207	chr6	135516900	-	MYB	322	chr6:135516899:-	MYB	321
31209	chr6	135516909	+	MYB	325	chr6:135516909:+	MYB	323
31210	chr6	135516912	+	MYB	326	chr6:135516912:+	MYB	322
31211	chr6	135516915	-	MYB	327	chr6:135516915:-	MYB	322
31217	chr6	135516945	-	MYB	337	chr6:135516944:-	MYB	335
31218	chr6	135516950	-	MYB	338	chr6:135516950:+	MYB	338
31220	chr6	135516955	-	MYB	340	chr6:135516954:-	MYB	335
31221	chr6	135516973	-	MYB	346	chr6:135516972:-	MYB	344
31225	chr6	135516996	-	MYB	354	chr6:135516995:-	MYB	353
31227	chr6	135517006	-	MYB	357	chr6:135517005:-	MYB	356
31229	chr6	135517015	-	MYB	360	chr6:135517016:+	MYB	360
31231	chr6	135517024	-	MYB	363	chr6:135517023:-	MYB	362
31233	chr6	135517032	-	MYB	366	chr6:135517031:-	MYB	364
31234	chr6	135517036	-	MYB	367	chr6:135517035:-	MYB	366
31236	chr6	135517050	+	MYB	372	chr6:135517050:+	MYB	371
31237	chr6	135517054	-	MYB	373	chr6:135517053:-	MYB	371
31240	chr6	135517074	-	MYB	380	chr6:135517073:-	MYB	379
31241	chr6	135517077	-	MYB	381	chr6:135517076:-	MYB	379
31244	chr6	135517107	-	MYB	391	chr6:135517106:-	MYB	389
31245	chr6	135517131	-	MYB	399	chr6:135517130:-	MYB	397
31247	chr6	135520072	-	MYB	532	chr6:135520071:-	MYB	407
31249	chr6	135520097	-	MYB	540	chr6:135520096:-	MYB	536
31251	chr6	135520113	-	MYB	545	chr6:135520113:+	MYB	545
31253	chr6	135520114	-	MYB	546	chr6:135520114:-	MYB	542
31256	chr6	135520117	-	MYB	547	chr6:135520116:-	MYB	542
31257	chr6	135520148	-	MYB	557	chr6:135520147:-	MYB	555
31258	chr6	135520162	-	MYB	562	chr6:135520161:-	MYB	558
31261	chr6	135521238	-	MYB	576	chr6:135521238:-	MYB	450
31262	chr6	135521239	-	MYB	576	chr6:135521238:-	MYB	450
31263	chr6	135521241	+	MYB	577	chr6:135521241:+	MYB	573
31264	chr6	135521272	-	MYB	587	chr6:135521271:-	MYB	586
31265	chr6	135521281	-	MYB	590	chr6:135521280:-	MYB	586
31266	chr6	135521287	-	MYB	592	chr6:135521286:-	MYB	591
31270	chr6	135521331	-	MYB	607	chr6:135521330:-	MYB	605
31271	chr6	135521434	-	MYB	611	chr6:135521433:-	MYB	607
31278	chr6	135521530	-	MYB	643	chr6:135521529:-	MYB	638
31282	chr6	135522792	-	MYB	656	chr6:135522791:-	MYB	530
31284	chr6	135522821	+	MYB	666	chr6:135522821:+	MYB	665
31287	chr6	135522827	-	MYB	668	chr6:135522827:+	MYB	667
31288	chr6	135522827	+	MYB	668	chr6:135522827:+	MYB	667
31291	chr6	135522854	-	MYB	677	chr6:135522853:-	MYB	555
31293	chr6	135522871	-	MYB	682	chr6:135522870:+	MYB	682
31294	chr6	135522876	-	MYB	684	chr6:135522875:-	MYB	559
31297	chr6	135524377	-	MYB	695	chr6:135524376:+	MYB	695
31298	chr6	135524391	-	MYB	700	chr6:135524390:-	MYB	578
31299	chr6	135524435	+	MYB	715	chr6:135524435:+	MYB	590
31300	chr6	135524436	-	MYB	715	chr6:135524435:+	MYB	590
31303	chr6	135524450	-	MYB	720	chr6:135524449:-	MYB	595
31305	chr6	135524459	-	MYB	723	chr6:135524459:-	MYB	601
31308	chr6	135539008	-	MYB	726	chr6:135539007:-	MYB	604
31309	chr6	135539013	+	MYB	728	chr6:135539013:+	MYB	605
31312	chr6	135539029	-	MYB	733	chr6:135539030:+	MYB	733
31318	chr6	135539097	+	MYB	756	chr6:135539097:+	MYB	630
31321	chr6	135539106	-	MYB	759	chr6:135539105:-	MYB	633
31325	chr19	4047781	-	ZBTB7A	575	chr19:4047781:+	ZBTB7A	575
31335	chr19	4047817	-	ZBTB7A	563	chr19:4047817:+	ZBTB7A	563
31345	chr19	4047856	-	ZBTB7A	550	chr19:4047856:+	ZBTB7A	550
31354	chr19	4047913	-	ZBTB7A	531	chr19:4047913:+	ZBTB7A	531
31358	chr19	4047921	-	ZBTB7A	528	chr19:4047921:+	ZBTB7A	528
31371	chr19	4047955	-	ZBTB7A	517	chr19:4047955:+	ZBTB7A	517
31376	chr19	4047971	-	ZBTB7A	511	chr19:4047971:+	ZBTB7A	511
31378	chr19	4047972	-	ZBTB7A	511	chr19:4047972:+	ZBTB7A	511
31390	chr19	4047998	-	ZBTB7A	502	chr19:4047998:+	ZBTB7A	502
31392	chr19	4047999	-	ZBTB7A	502	chr19:4047998:+	ZBTB7A	502
31422	chr19	4048242	+	ZBTB7A	0	chr19:4048242:+	ZBTB7A	421
31423	chr19	4053974	-	ZBTB7A	419	chr19:4053974:+	ZBTB7A	419
31434	chr19	4054053	-	ZBTB7A	393	chr19:4054052:+	ZBTB7A	393
31459	chr19	4054197	-	ZBTB7A	345	chr19:4054197:+	ZBTB7A	345
31461	chr19	4054198	-	ZBTB7A	344	chr19:4054197:+	ZBTB7A	344
31485	chr19	4054299	-	ZBTB7A	311	chr19:4054299:+	ZBTB7A	311
31495	chr19	4054324	-	ZBTB7A	302	chr19:4054323:+	ZBTB7A	302
31509	chr19	4054365	-	ZBTB7A	289	chr19:4054365:+	ZBTB7A	289
31511	chr19	4054366	-	ZBTB7A	288	chr19:4054365:+	ZBTB7A	288
31515	chr19	4054384	-	ZBTB7A	282	chr19:4054383:+	ZBTB7A	282
31525	chr19	4054428	-	ZBTB7A	268	chr19:4054428:+	ZBTB7A	268
31535	chr19	4054453	-	ZBTB7A	259	chr19:4054453:+	ZBTB7A	259
31542	chr19	4054473	-	ZBTB7A	253	chr19:4054473:+	ZBTB7A	253
31561	chr19	4054540	-	ZBTB7A	230	chr19:4054540:+	ZBTB7A	230
31572	chr19	4054561	-	ZBTB7A	223	chr19:4054561:+	ZBTB7A	223
31580	chr19	4054602	-	ZBTB7A	210	chr19:4054602:+	ZBTB7A	210
31582	chr19	4054603	-	ZBTB7A	209	chr19:4054602:+	ZBTB7A	209
31587	chr19	4054618	-	ZBTB7A	204	chr19:4054617:+	ZBTB7A	204
31592	chr19	4054636	-	ZBTB7A	198	chr19:4054635:+	ZBTB7A	198
31632	chr19	4054850	-	ZBTB7A	127	chr19:4054850:+	ZBTB7A	127
31635	chr19	4054855	-	ZBTB7A	125	chr19:4054854:+	ZBTB7A	125
31643	chr19	4054894	-	ZBTB7A	112	chr19:4054893:+	ZBTB7A	112
31652	chr19	4054969	-	ZBTB7A	87	chr19:4054968:+	ZBTB7A	87
31695	chr19	4055221	-	ZBTB7A	3	chr19:4055220:+	ZBTB7A	333348	chr1	6640693	-	ZBTB48	9	chr1:6640692:-	ZBTB48	8
33350	chr1	6640762	+	ZBTB48	32	chr1:6640762:+	ZBTB48	31
33352	chr1	6641056	+	ZBTB48	130	chr1:6641056:+	ZBTB48	128
33357	chr1	6648231	-	ZBTB48	498	chr1:6648230:+	ZBTB48	497
35698	chr1	24019125	+	RPL11	12	chr1:24019125:+	RPL11	9
35702	chr1	24022326	+	RPL11	146	chr1:24022326:+	RPL11	144
35705	chr1	24022395	-	RPL11	169	chr1:24022394:-	RPL11	168
36533	chr1	28223521	-	RPA2	173	chr1:28223520:+	RPA2	173
37048	chr1	32688210	-	EIF3I	26	chr1:32688209:-	EIF3I	24
37511	chr1	36074922	-	PSMB2	124	chr1:36074921:+	PSMB2	124
38814	chr1	45241808	-	RPS8	36	chr1:45241807:+	RPS8	36
38816	chr1	45242412	-	RPS8	60	chr1:45242411:-	RPS8	59
38818	chr1	45243299	+	RPS8	76	chr1:45243299:+	RPS8	75
38819	chr1	45243404	+	RPS8	111	chr1:45243404:+	RPS8	110
39610	chr1	52719315	+	PRPF38A	0	NA	NA	NA
39611	chr1	52719320	-	PRPF38A	0	NA	NA	NA
39612	chr1	52719335	-	PRPF38A	0	NA	NA	NA
39613	chr1	52719413	+	PRPF38A	0	NA	NA	NA
39614	chr1	52719582	+	PRPF38A	0	NA	NA	NA
39615	chr1	52719610	-	PRPF38A	0	NA	NA	NA
39616	chr1	52719639	+	PRPF38A	0	NA	NA	NA
39617	chr1	52719644	-	PRPF38A	0	NA	NA	NA
39618	chr1	52719729	+	PRPF38A	0	NA	NA	NA
39642	chr1	52870463	-	PRPF38A	15	chr1:52870462:-	PRPF38A	13
39644	chr1	52878228	-	PRPF38A	181	chr1:52878227:-	PRPF38A	180
39645	chr1	52879598	-	PRPF38A	220	chr1:52879597:-	PRPF38A	218
39646	chr1	52879616	-	PRPF38A	226	chr1:52879615:-	PRPF38A	224
39647	chr1	52879646	+	PRPF38A	236	chr1:52879646:+	PRPF38A	234
39648	chr1	52880314	+	PRPF38A	249	chr1:52880314:+	PRPF38A	247
39650	chr1	52880500	+	PRPF38A	273	chr1:52880500:+	PRPF38A	271
39697	chr1	53238071	+	RPS13	0	NA	NA	NA
39699	chr1	53238175	-	RPS13	0	NA	NA	NA
39702	chr1	53238280	+	RPS13	0	NA	NA	NA
41820	chr1	93301791	-	RPL5	124	chr1:93301790:-	RPL5	123
41823	chr1	93301944	+	RPL5	175	chr1:93301944:+	RPL5	174
44724	chr1	149899137	-	SF3B4	28	chr1:149899136:+	SF3B4	28
44819	chr1	150297488	-	PRPF3	30	chr1:150297487:-	PRPF3	28
44821	chr1	150305653	-	PRPF3	238	chr1:150305652:+	PRPF3	236
44823	chr1	150315919	-	PRPF3	473	chr1:150315918:-	PRPF3	472
44976	chr1	150981126	-	PRUNE	7	chr1:150981125:-	PRUNE	5
44980	chr1	150997222	+	PRUNE	158	chr1:150997222:+	PRUNE	157
44981	chr1	150997243	+	PRUNE	165	chr1:150997243:+	PRUNE	164
47748	chr1	160261847	+	COPA	1043	chr1:160261847:+	COPA	1033
47749	chr1	160261957	-	COPA	1006	chr1:160261956:-	COPA	997
47750	chr1	160263222	-	COPA	912	chr1:160263221:-	COPA	902
47751	chr1	160265862	-	COPA	789	chr1:160265861:-	COPA	780
47752	chr1	160268957	+	COPA	597	chr1:160268957:+	COPA	588
53120	chr1	229635490	-	NUP133	196	chr1:229635489:+	NUP133	196
53121	chr1	229635540	-	NUP133	180	chr1:229635540:+	NUP133	180
53954	chr1	245018283	-	HNRNPU	805	chr1:245018281:-	HNRNPU	786
53955	chr1	245018745	-	HNRNPU	778	chr1:245018744:-	HNRNPU	758
53956	chr1	245018760	-	HNRNPU	773	chr1:245018759:-	HNRNPU	753
53957	chr1	245019780	-	HNRNPU	630	chr1:245019780:+	HNRNPU	612
53960	chr1	245027117	-	HNRNPU	164	chr1:245027117:+	HNRNPU	164
55019	chr10	6143330	-	RBM17	74	chr10:6143329:-	RBM17	73
55020	chr10	6147016	+	RBM17	122	chr10:6147016:+	RBM17	27
55021	chr10	6148188	+	RBM17	165	chr10:6148188:+	RBM17	132
58069	chr10	70940110	-	SUPV3L1	22	chr10:70940109:-	SUPV3L1	20
58071	chr10	70940159	-	SUPV3L1	38	chr10:70940159:+	SUPV3L1	38
58073	chr10	70949044	+	SUPV3L1	199	chr10:70949044:+	SUPV3L1	197
58075	chr10	70954993	+	SUPV3L1	302	chr10:70954993:+	SUPV3L1	300
58077	chr10	70967650	-	SUPV3L1	627	chr10:70967649:-	SUPV3L1	626
58852	chr10	79814414	+	RPS24	173	chr10:79814414:+	RPS24	172
58853	chr10	79814444	+	RPS24	183	chr10:79814444:+	RPS24	182
58855	chr10	79814483	+	RPS24	196	chr10:79814483:+	RPS24	195
58856	chr10	79814531	+	RPS24	212	chr10:79814531:+	RPS24	210
58857	chr10	79814603	-	RPS24	236	chr10:79814602:-	RPS24	234
61449	chr10	112343237	+	SMC3	301	chr10:112343237:+	SMC3	300
62902	chr10	135103333	-	TUBGCP2	452	chr10:135103332:+	TUBGCP2	452
62909	chr10	135107151	-	TUBGCP2	246	chr10:135107150:+	TUBGCP2	246
63414	chr11	810267	+	RPLP2	12	chr11:810267:+	RPLP2	11
63417	chr11	812564	-	RPLP2	68	chr11:812564:+	RPLP2	68
63419	chr11	812610	-	RPLP2	83	chr11:812610:+	RPLP2	83
63420	chr11	812628	-	RPLP2	89	chr11:812628:+	RPLP2	89
64084	chr11	3789816	-	NUP98	314	chr11:3789815:+	NUP98	314
64089	chr11	3800231	-	NUP98	76	chr11:3800231:+	NUP98	76
65330	chr11	8009050	-	EIF3F	51	chr11:8009049:-	EIF3F	50
65332	chr11	8013708	-	EIF3F	172	chr11:8013707:-	EIF3F	171
65334	chr11	8014482	-	EIF3F	189	chr11:8014481:-	EIF3F	188
65335	chr11	8014566	+	EIF3F	217	chr11:8014566:+	EIF3F	215
65337	chr11	8015988	+	EIF3F	224	chr11:8015988:+	EIF3F	223
65820	chr11	14498470	-	COPB1	483	chr11:14498469:+	COPB1	483
65825	chr11	14520471	-	COPB1	1	chr11:14520470:+	COPB1	1
65826	chr11	14529239	-	PSMA1	239	chr11:14529238:-	PSMA1	232
65827	chr11	14532423	-	PSMA1	212	chr11:14532422:-	PSMA1	207
65830	chr11	14535391	-	PSMA1	135	chr11:14535390:-	PSMA1	128
65831	chr11	14535392	+	PSMA1	134	chr11:14535392:+	PSMA1	128
65832	chr11	14535412	-	PSMA1	128	chr11:14535411:-	PSMA1	121
69374	chr11	61068304	-	DDB1	1105	chr11:61068306:+	DDB1	1105
69380	chr11	61083825	-	DDB1	447	chr11:61083824:+	DDB1	447
69916	chr11	62570925	-	NXF1	112	chr11:62570925:+	NXF1	112
69919	chr11	62571020	-	NXF1	80	chr11:62571019:+	NXF1	80
69922	chr11	62571392	-	NXF1	29	chr11:62571391:+	NXF1	29
71075	chr11	65822642	-	SF3B2	119	chr11:65822641:-	SF3B2	36
71076	chr11	65822685	-	SF3B2	133	chr11:65822684:-	SF3B2	49
71078	chr11	65825539	-	SF3B2	265	chr11:65825539:-	SF3B2	258
71081	chr11	65834892	-	SF3B2	0	NA	NA	NA
71082	chr11	65834895	+	SF3B2	0	NA	NA	NA
71083	chr11	65834926	+	SF3B2	0	NA	NA	NA
71084	chr11	65834983	+	SF3B2	0	NA	NA	NA
71085	chr11	65834999	+	SF3B2	0	NA	NA	NA
72613	chr11	75111836	+	RPS3	44	chr11:75111836:+	RPS3	33
72616	chr11	75115193	-	RPS3	161	chr11:75115192:-	RPS3	147
72618	chr11	75115883	-	RPS3	236	chr11:75115882:-	RPS3	150
72619	chr11	75115905	-	RPS3	243	chr11:75115907:+	RPS3	243
75298	chr11	118455210	-	ARCN1	224	chr11:118455210:-	ARCN1	264
75300	chr11	118455299	-	ARCN1	253	chr11:118455299:+	ARCN1	253
75303	chr11	118464323	-	ARCN1	384	chr11:118464323:+	ARCN1	384
77629	chr12	6711170	-	CHD4	131	chr12:6711169:+	CHD4	131
80826	chr12	49522711	-	TUBA1B	129	chr12:49522710:+	TUBA1B	129
82150	chr12	54734340	-	COPZ1	10	chr12:54734339:-	COPZ1	9
82157	chr12	54743424	-	COPZ1	157	chr12:54743423:-	COPZ1	164
82158	chr12	54743438	-	COPZ1	161	chr12:54743437:+	COPZ1	161
82632	chr12	56436032	+	RPS26	0	NA	NA	NA
82633	chr12	56436067	+	RPS26	0	NA	NA	NA
82634	chr12	56436104	+	RPS26	0	NA	NA	NA
82635	chr12	56436125	+	RPS26	0	NA	NA	NA
82636	chr12	56436154	+	RPS26	0	NA	NA	NA
82637	chr12	56436217	+	RPS26	5	chr12:56436217:+	RPS26	3
82639	chr12	56436396	+	RPS26	0	NA	NA	NA
82640	chr12	56436405	-	RPS26	0	NA	NA	NA
83414	chr12	62415603	-	RPS3	0	NA	NA	NA
87830	chr12	131359263	-	RAN	141	chr12:131359262:-	RAN	139
87832	chr12	131360453	-	RAN	212	chr12:131360453:-	RAN	210
87944	chr12	132626678	-	DDX51	291	chr12:132626677:+	DDX51	291
89511	chr13	41340887	-	MRPS31	145	chr13:41340886:+	MRPS31	145
92573	chr14	21679456	-	HNRNPC	282	chr14:21679455:-	HNRNPC	270
92574	chr14	21679974	-	HNRNPC	224	chr14:21679973:-	HNRNPC	210
92575	chr14	21680063	+	HNRNPC	194	chr14:21680063:+	HNRNPC	181
92576	chr14	21681183	-	HNRNPC	166	chr14:21681182:-	HNRNPC	153
92577	chr14	21681212	+	HNRNPC	156	chr14:21681212:+	HNRNPC	144
92578	chr14	21698517	+	HNRNPC	122	chr14:21698517:+	HNRNPC	108
93268	chr14	23790745	-	PABPN1	23	chr14:23790744:+	PABPN1	21
93271	chr14	23790939	-	PABPN1	88	chr14:23790939:-	PABPN1	86
93272	chr14	23791495	-	PABPN1	153	chr14:23791494:-	PABPN1	24
93273	chr14	23792687	-	PABPN1	213	chr14:23792687:+	PABPN1	11
93274	chr14	23793397	-	PABPN1	261	chr14:23793396:-	PABPN1	59
93632	chr14	24687595	-	NEDD8	20	chr14:24687595:+	NEDD8	20
94178	chr14	35782128	-	PSMA6	151	chr14:35782127:-	PSMA6	150
94179	chr14	35782149	-	PSMA6	158	chr14:35782148:-	PSMA6	157
94181	chr14	35782177	-	PSMA6	167	chr14:35782177:+	PSMA6	167
95327	chr14	58727727	-	PSMA3	156	chr14:58727726:-	PSMA3	147
95328	chr14	58730449	+	PSMA3	169	chr14:58730449:+	PSMA3	161
96126	chr14	69861617	-	ERH	5	chr14:69861616:+	ERH	5
96880	chr14	76062399	-	RPS24	0	NA	NA	NA
96881	chr14	76062433	-	RPS24	0	NA	NA	NA
97476	chr14	90731504	-	PSMC1	229	chr14:90731505:+	PSMC1	229
97478	chr14	90735880	-	PSMC1	341	chr14:90735879:-	PSMC1	340
98197	chr14	96986435	-	PAPOLA	18	chr14:96986434:-	PAPOLA	17
98198	chr14	96986479	-	PAPOLA	33	chr14:96986479:-	PAPOLA	32
98202	chr14	96998885	-	PAPOLA	246	chr14:96998884:-	PAPOLA	245
98204	chr14	97010501	+	PAPOLA	436	chr14:97010501:+	PAPOLA	434
98206	chr14	97022580	-	PAPOLA	612	chr14:97022579:-	PAPOLA	610
98359	chr14	100705824	-	YY1	82	chr14:100705823:-	YY1	80
98527	chr14	102431133	-	DYNC1H1	36	chr14:102431134:+	DYNC1H1	36
98531	chr14	102476742	+	DYNC1H1	2118	chr14:102476742:+	DYNC1H1	2116
98532	chr14	102481612	+	DYNC1H1	2396	chr14:102481612:+	DYNC1H1	2395
102164	chr15	49426132	-	COPS2	303	chr15:49426131:-	COPS2	296
102165	chr15	49426267	-	COPS2	258	chr15:49426266:-	COPS2	251
102166	chr15	49426281	-	COPS2	254	chr15:49426280:-	COPS2	247
102167	chr15	49426555	+	COPS2	239	chr15:49426555:+	COPS2	232
102168	chr15	49426566	+	COPS2	236	chr15:49426566:+	COPS2	229
102169	chr15	49429625	-	COPS2	134	chr15:49429624:-	COPS2	128
103454	chr15	66795849	-	RPL4	7	chr15:66795849:+	RPL4	7
104726	chr15	78582032	-	WDR61	164	chr15:78582031:+	WDR61	164
104876	chr15	79528767	+	HNRNPC	0	NA	NA	NA
104877	chr15	79528789	+	HNRNPC	0	NA	NA	NA
105137	chr15	82824544	+	RPS17	0	NA	NA	NA
105138	chr15	82824546	-	RPS17	0	NA	NA	NA
105139	chr15	82824579	-	RPS17	0	NA	NA	NA
105140	chr15	82824614	-	RPS17	0	NA	NA	NA
105141	chr15	82824703	-	RPS17	0	NA	NA	NA
105196	chr15	83205570	-	RPS17	0	chr15:83205569:-	RPS17L	130
105197	chr15	83205610	+	RPS17	0	chr15:83205610:+	RPS17L	117
105198	chr15	83205630	+	RPS17	0	chr15:83205630:+	RPS17L	110
105199	chr15	83207032	+	RPS17	0	chr15:83207032:+	RPS17L	117
105200	chr15	83207048	-	RPS17	0	chr15:83207047:-	RPS17L	113
105202	chr15	83207116	-	RPS17	0	chr15:83207115:-	RPS17L	90
105204	chr15	83207695	-	RPS17	0	chr15:83207694:+	RPS17L	65
105205	chr15	83207707	-	RPS17	0	chr15:83207706:-	RPS17L	61
105206	chr15	83208737	-	RPS17	0	chr15:83208737:-	RPS17L	50
105207	chr15	83208743	+	RPS17	0	chr15:83208743:+	RPS17L	47
109495	chr16	18799428	-	RPS15A	57	chr16:18799427:+	RPS15A	57
109500	chr16	18800380	-	RPS15A	19	chr16:18800380:+	RPS15A	19
110477	chr16	28734639	-	EIF3C	311	chr16:28734639:+	EIF3C	311
111170	chr16	30718949	+	SRCAP	184	chr16:30718949:+	SRCAP	182
111172	chr16	30720996	-	SRCAP	266	chr16:30720995:-	SRCAP	265
111174	chr16	30721342	-	SRCAP	343	chr16:30721342:+	SRCAP	343
111176	chr16	30722089	-	SRCAP	384	chr16:30722089:-	SRCAP	382
112382	chr16	56485021	-	NUDT21	31	chr16:56485021:+	NUDT21	31
112559	chr16	56865826	+	NUP93	387	chr16:56865826:+	NUP93	179
112561	chr16	56865907	+	NUP93	414	chr16:56865907:+	NUP93	205
112563	chr16	56868149	-	NUP93	550	chr16:56868148:-	NUP93	549
114029	chr16	70562810	-	SF3B3	36	chr16:70562809:-	SF3B3	35
114030	chr16	70563047	-	SF3B3	115	chr16:70563046:-	SF3B3	114
114031	chr16	70566459	-	SF3B3	217	chr16:70566458:-	SF3B3	215
114032	chr16	70569317	+	SF3B3	274	chr16:70569317:+	SF3B3	272
114035	chr16	70588496	-	SF3B3	517	chr16:70588495:+	SF3B3	517
114319	chr16	74330881	+	PSMD7	24	chr16:74330881:+	PSMD7	22
115649	chr16	89627466	+	RPL13	34	chr16:89627466:+	RPL13	33
115650	chr16	89627641	+	RPL13	38	chr16:89627641:+	RPL13	37
115652	chr16	89627767	-	RPL13	80	chr16:89627766:-	RPL13	79
116211	chr17	1747225	-	RPA1	33	chr17:1747224:-	RPA1	19
116212	chr17	1747250	-	RPA1	41	chr17:1747249:-	RPA1	27
116214	chr17	1747903	-	RPA1	66	chr17:1747903:-	RPA1	64
116215	chr17	1747975	+	RPA1	90	chr17:1747975:+	RPA1	76
116217	chr17	1782978	+	RPA1	360	chr17:1782978:+	RPA1	359
117368	chr17	7154532	-	CTDNEP1	28	chr17:7154532:+	CTDNEP1	28
118009	chr17	8285481	-	RPL26	49	chr17:8285481:+	RPL26	49
118010	chr17	8285554	-	RPL26	25	chr17:8285554:+	RPL26	25
118800	chr17	17287115	-	RPL13	0	NA	NA	NA
119893	chr17	27001574	-	SUPT6H	97	chr17:27001573:-	SUPT6H	95
119895	chr17	27005114	+	SUPT6H	341	chr17:27005114:+	SUPT6H	340
119898	chr17	27011723	-	SUPT6H	784	chr17:27011722:-	SUPT6H	782
120508	chr17	30677334	+	ZNF207	11	chr17:30677334:+	ZNF207	9
120510	chr17	30687715	-	ZNF207	136	chr17:30687714:-	ZNF207	135
120512	chr17	30687922	-	ZNF207	163	chr17:30687921:-	ZNF207	161
120514	chr17	30694875	-	ZNF207	336	chr17:30694874:-	ZNF207	335
120516	chr17	30696422	-	ZNF207	425	chr17:30696423:+	ZNF207	425
120517	chr17	30696470	-	ZNF207	441	chr17:30696469:-	ZNF207	408
120531	chr17	30771625	-	PSMD11	29	chr17:30771624:-	PSMD11	27
121396	chr17	36909441	+	PSMB3	15	chr17:36909441:+	PSMB3	11
121399	chr17	36912145	-	PSMB3	67	chr17:36912144:-	PSMB3	63
121405	chr17	36916849	-	PSMB3	155	chr17:36916848:-	PSMB3	153
121514	chr17	37357469	+	RPL19	4	chr17:37357469:+	RPL19	22
121518	chr17	37359285	+	RPL19	94	chr17:37359285:+	RPL19	89
121519	chr17	37359300	+	RPL19	99	chr17:37359300:+	RPL19	98
121520	chr17	37359312	+	RPL19	103	chr17:37359312:+	RPL19	99
121521	chr17	37360429	-	RPL19	153	chr17:37360428:-	RPL19	151
123053	chr17	41152114	+	RPL27	83	chr17:41152114:+	RPL27	82
123057	chr17	41154774	-	RPL27	113	chr17:41154773:-	RPL27	111
